,0,1,2
7251,661,2079,9.0
7252,1030,26,58.0
7253,1586,1307,539.0
7254,1486,420,903.0
7255,346,1939,184.0
7256,1136,303,1331.0
7257,1884,3252,162.0
7258,1335,1341,701.0
7259,1109,250,261.0
7260,404,681,1411.0
7261,1239,1587,245.0
7262,1586,719,385.0
7263,1819,498,320.0
7264,361,3270,645.0
7265,1779,1302,401.0
7266,1743,2553,17.0
7267,1672,583,4245.0
7268,743,2035,306.0
7269,1244,745,208.0
7270,124,619,532.0
7271,1776,3193,66.0
7272,1317,2245,507.0
7273,1259,252,400.0
7274,74,1425,115.0
7275,37,847,57.0
7276,425,551,2652.0
7277,150,2080,647.0
7278,684,1375,455.0
7279,1103,98,34.0
7280,1696,2303,94.0
7281,919,4277,210.0
7282,291,3018,535.0
7283,1010,47,27.0
7284,825,4172,175.0
7285,1568,720,238.0
7286,1751,418,763.0
7287,822,624,1051.0
7288,1582,2683,286.0
7289,353,3246,36.0
7290,684,2241,355.0
7291,368,1779,51.0
7292,1848,3546,14.0
7293,1668,454,484.0
7294,1531,3837,137.0
7295,351,2457,71.0
7296,1698,1341,30605.0
7297,26,652,10.0
7298,1064,1389,1080.0
7299,1799,331,634.0
7300,337,925,83.0
7301,67,541,191.0
7302,1799,919,827.0
7303,291,131,191.0
7304,1490,2485,2239.0
7305,539,57,62.0
7306,1172,1491,964.0
7307,962,389,1417.0
7308,611,2519,139.0
7309,1729,297,25.0
7310,1470,2834,261.0
7311,1144,3047,69.0
7312,1682,2484,203.0
7313,1754,1366,1334.0
7314,496,686,203.0
7315,920,2278,2.0
7316,197,2536,174.0
7317,451,1316,97.0
7318,982,2071,274.0
7319,404,311,122.0
7320,952,355,4.0
7321,1388,614,74.0
7322,1770,558,129.0
7323,207,724,64.0
7324,1718,995,96.0
7325,102,625,916.0
7326,763,4097,70.0
7327,1063,96,3.0
7328,1258,1650,18.0
7329,1235,1834,381.0
7330,1473,1866,2050.0
7331,629,445,122.0
7332,901,127,271.0
7333,1798,1824,2166.0
7334,1404,454,107.0
7335,1706,308,221.0
7336,1179,876,375.0
7337,259,1307,971.0
7338,598,1997,421.0
7339,1815,369,189.0
7340,477,1222,11.0
7341,732,789,125.0
7342,77,502,1170.0
7343,1728,455,680.0
7344,1209,794,206.0
7345,725,4052,442.0
7346,1090,2234,4613.0
7347,673,641,35.0
7348,508,85,796.0
7349,145,272,42.0
7350,997,577,640.0
7351,1299,1895,18.0
7352,256,1020,2356.0
7353,366,276,53.0
7354,1334,2060,157.0
7355,1564,763,11.0
7356,1639,1002,1060.0
7357,390,1740,82.0
7358,493,229,648.0
7359,271,68,4.0
7360,194,2084,1238.0
7361,420,3247,177.0
7362,736,558,24.0
7363,960,3995,201.0
7364,1318,176,380.0
7365,712,505,158.0
7366,1584,2741,509.0
7367,1679,3056,133.0
7368,973,166,36.0
7369,1590,3273,127.0
7370,1588,4112,48.0
7371,1299,490,27.0
7372,729,3431,410.0
7373,247,1419,1499.0
7374,166,2301,782.0
7375,456,828,144.0
7376,783,1062,283.0
7377,1204,64,8.0
7378,261,529,547.0
7379,996,3467,393.0
7380,662,2395,83.0
7381,465,859,87.0
7382,1730,176,3.0
7383,852,184,111.0
7384,1744,2423,102.0
7385,853,1957,2234.0
7386,621,885,414.0
7387,37,842,70.0
7388,499,233,545.0
7389,1275,1752,1.0
7390,1158,3741,279.0
7391,436,2456,181.0
7392,457,1704,135.0
7393,1447,553,374.0
7394,1277,3037,146.0
7395,1886,441,97.0
7396,367,901,75.0
7397,1098,1652,253.0
7398,1515,403,110.0
7399,396,107,367.0
7400,380,81,2237.0
7401,1250,338,127.0
7402,983,137,291.0
7403,241,854,245.0
7404,500,2092,130.0
7405,1016,300,284.0
7406,882,1248,306.0
7407,533,3707,259.0
7408,178,2055,284.0
7409,1358,786,1165.0
7410,43,943,862.0
7411,689,546,497.0
7412,1756,1095,353.0
7413,1678,3783,399.0
7414,908,3224,8509.0
7415,1202,1350,82.0
7416,50,1024,193.0
7417,1730,486,9.0
7418,925,2476,33.0
7419,395,583,182.0
7420,357,1050,571.0
7421,669,732,1199.0
7422,1524,749,461.0
7423,1296,2029,612.0
7424,1273,1669,967.0
7425,1643,143,34.0
7426,1318,334,268.0
7427,1092,240,2204.0
7428,1193,310,168.0
7429,756,962,152.0
7430,963,684,1418.0
7431,770,94,64.0
7432,772,1630,102.0
7433,1569,1727,1691.0
7434,202,517,588.0
7435,1349,3878,17.0
7436,672,913,877.0
7437,1273,566,753.0
7438,25,629,96.0
7439,810,1346,522.0
7440,256,2845,543.0
7441,1401,3879,659.0
7442,898,934,346.0
7443,1006,43,57.0
7444,469,1741,14.0
7445,851,98,38.0
7446,5,140,26.0
7447,1079,745,448.0
7448,1036,441,748.0
7449,945,117,250.0
7450,142,828,302.0
7451,1483,102,111.0
7452,438,438,1097.0
7453,159,2241,88.0
7454,1526,1165,355.0
7455,467,1471,325.0
7456,330,1101,76.0
7457,1701,1644,1357.0
7458,190,2459,131.0
7459,1600,1521,437.0
7460,409,2086,151.0
7461,215,546,9.0
7462,1008,1737,514.0
7463,191,434,159.0
7464,1013,1222,1094.0
7465,1852,229,97.0
7466,780,1222,678.0
7467,1077,1470,31.0
7468,1300,115,959.0
7469,1034,403,48.0
7470,384,3343,76.0
7471,628,2169,649.0
7472,1269,990,79.0
7473,459,1357,237.0
7474,512,994,73.0
7475,646,109,103.0
7476,1781,388,435.0
7477,1567,334,591.0
7478,1698,2071,113.0
7479,1611,423,57.0
7480,2,78,72.0
7481,1135,4224,221.0
7482,1775,1907,3141.0
7483,1392,487,526.0
7484,1042,273,1956.0
7485,1339,1569,475.0
7486,1086,1895,265.0
7487,1860,396,1359.0
7488,683,594,115.0
7489,246,2675,220.0
7490,436,401,121.0
7491,708,759,268.0
7492,1525,2259,537.0
7493,186,994,242.0
7494,1333,370,230.0
7495,1641,222,576.0
7496,1812,101,858.0
7497,1145,559,111.0
7498,294,2094,592.0
7499,896,1838,128.0
7500,1158,455,423.0
7501,615,90,1333.0
7502,874,2479,362.0
7503,1179,3954,543.0
7504,1859,412,14.0
7505,1257,900,299.0
7506,749,2793,235.0
7507,957,172,588.0
7508,381,2965,19.0
7509,1333,1736,213.0
7510,644,902,449.0
7511,892,924,233.0
7512,1367,403,224.0
7513,1795,718,939.0
7514,1110,3297,669.0
7515,1836,4489,150.0
7516,585,599,520.0
7517,1346,584,425.0
7518,93,1677,170.0
7519,1682,4019,186.0
7520,1031,877,99.0
7521,567,911,1274.0
7522,1316,693,587.0
7523,34,799,252.0
7524,1892,3747,1068.0
7525,1389,1898,208.0
7526,645,971,5046.0
7527,1536,1699,115.0
7528,1720,1561,618.0
7529,570,205,9.0
7530,1516,2086,373.0
7531,899,307,219.0
7532,1019,4137,224.0
7533,412,3411,426.0
7534,706,296,7.0
7535,1361,252,2276.0
7536,947,3944,24.0
7537,79,1500,109.0
7538,628,1645,665.0
7539,1847,2362,313.0
7540,1355,708,478.0
7541,788,589,79.0
7542,1885,4252,734.0
7543,314,358,512.0
7544,685,1100,149.0
7545,1564,3151,15.0
7546,1764,3257,279.0
7547,207,142,94.0
7548,1600,2371,812.0
7549,573,531,925.0
7550,29,699,262.0
7551,28,611,119.0
7552,599,621,43.0
7553,1704,719,189.0
7554,1568,734,818.0
7555,1085,2879,636.0
7556,920,2030,26.0
7557,813,111,102.0
7558,59,1152,238.0
7559,632,991,118.0
7560,1111,1922,298.0
7561,216,621,1.0
7562,189,2455,125.0
7563,1504,3348,1.0
7564,1783,106,357.0
7565,202,2570,634.0
7566,161,745,1127.0
7567,935,114,423.0
7568,429,893,853.0
7569,1353,711,181.0
7570,1547,1545,731.0
7571,442,334,132.0
7572,1892,3748,655.0
7573,629,891,249.0
7574,229,2145,984.0
7575,751,256,133.0
7576,401,3168,995.0
7577,1622,1001,141.0
7578,143,2082,192.0
7579,1094,677,192.0
7580,368,2291,396.0
7581,525,1855,1548.0
7582,1278,3614,46.0
7583,1108,3242,185.0
7584,1820,578,1950.0
7585,233,2720,648.0
7586,1546,3091,1151.0
7587,1313,678,38.0
7588,302,682,537.0
7589,1479,2807,57.0
7590,220,683,21.0
7591,1730,1277,6.0
7592,1759,917,230.0
7593,1085,3804,713.0
7594,823,1064,107.0
7595,1030,859,39.0
7596,633,91,716.0
7597,778,1752,155.0
7598,956,785,107.0
7599,240,2103,2396.0
7600,449,1451,44.0
7601,1250,2598,270.0
7602,1872,541,204.0
7603,247,102,6938.0
7604,747,276,560.0
7605,1221,1095,164.0
7606,414,21,321.0
7607,118,744,16.0
7608,86,1571,738.0
7609,1702,3677,116.0
7610,26,648,12.0
7611,1446,346,1571.0
7612,770,3068,115.0
7613,921,4281,543.0
7614,364,169,1002.0
7615,1844,253,60.0
7616,791,3436,1428.0
7617,602,1141,362.0
7618,1279,3502,281.0
7619,736,439,50.0
7620,1426,3837,366.0
7621,1276,2794,217.0
7622,1235,354,35.0
7623,1380,128,127.0
7624,1136,781,990.0
7625,931,3142,161.0
7626,1243,439,1180.0
7627,53,1064,328.0
7628,1820,640,1753.0
7629,1569,633,756.0
7630,1722,763,313.0
7631,1880,2259,117.0
7632,158,1772,1187.0
7633,1362,300,292.0
7634,1582,610,546.0
7635,814,2159,263.0
7636,690,1010,175.0
7637,1181,490,517.0
7638,1860,2944,2137.0
7639,510,2343,1051.0
7640,772,2761,131.0
7641,956,604,62.0
7642,807,594,996.0
7643,568,2595,6.0
7644,1745,1394,135.0
7645,381,3336,17.0
7646,438,1865,243.0
7647,1079,4313,950.0
7648,1892,748,1213.0
7649,1751,684,199.0
7650,300,1610,383.0
7651,27,336,23.0
7652,214,1268,504.0
7653,862,1259,296.0
7654,1465,1596,829.0
7655,467,99,555.0
7656,1667,719,130.0
7657,768,325,16.0
7658,61,1010,148.0
7659,1166,267,265.0
7660,737,1874,186.0
7661,127,1284,84.0
7662,1118,695,17.0
7663,1587,2136,516.0
7664,372,270,482.0
7665,593,165,191.0
7666,680,54,828.0
7667,1426,1662,680.0
7668,1599,1759,41.0
7669,1163,3239,40.0
7670,1414,267,263.0
7671,947,451,56.0
7672,1185,267,187.0
7673,1341,1384,56.0
7674,1145,2130,51.0
7675,475,3093,393.0
7676,856,1735,40.0
7677,950,2139,10.0
7678,598,3815,251.0
7679,1102,2313,249.0
7680,1028,127,1099.0
7681,499,1621,271.0
7682,1447,810,385.0
7683,535,582,289.0
7684,1641,211,717.0
7685,154,50,930.0
7686,782,205,140.0
7687,325,3126,1320.0
7688,1332,2265,828.0
7689,1232,127,243.0
7690,550,434,6225.0
7691,1199,1492,100.0
7692,655,272,440.0
7693,1534,2548,173.0
7694,806,444,403.0
7695,197,2544,40.0
7696,1377,1291,198.0
7697,548,3003,621.0
7698,332,2656,3.0
7699,845,794,709.0
7700,1193,236,444.0
7701,713,107,258.0
7702,51,169,360.0
7703,1841,713,252.0
7704,876,258,873.0
7705,568,1054,9.0
7706,1419,1630,508.0
7707,66,385,226.0
7708,1677,497,199.0
7709,1186,1931,129.0
7710,1364,1859,16.0
7711,837,2860,750.0
7712,1811,938,125.0
7713,1071,1615,488.0
7714,1746,779,1347.0
7715,747,688,346.0
7716,703,2469,580.0
7717,927,3344,379.0
7718,1374,3766,57.0
7719,342,2908,999.0
7720,1861,1373,127.0
7721,1459,4254,127.0
7722,105,445,174.0
7723,99,739,144.0
7724,1865,2054,452.0
7725,206,2125,148.0
7726,68,1325,1174.0
7727,1654,2090,1067.0
7728,1724,1996,1211.0
7729,719,188,73.0
7730,1599,3683,33.0
7731,815,961,46.0
7732,1172,1483,383.0
7733,1130,356,644.0
7734,496,329,238.0
7735,867,2599,283.0
7736,960,4309,160.0
7737,845,2625,225.0
7738,564,39,635.0
7739,280,2744,200.0
7740,1050,563,11.0
7741,537,437,450.0
7742,1432,607,1726.0
7743,87,91,91.0
7744,1037,1065,5.0
7745,962,1663,791.0
7746,443,3526,148.0
7747,604,692,400.0
7748,580,734,373.0
7749,239,534,431.0
7750,285,618,77.0
7751,897,2455,29.0
7752,1592,312,329.0
7753,1127,3473,264.0
7754,276,1521,690.0
7755,1536,2487,147.0
7756,156,1342,236.0
7757,1315,2392,412.0
7758,1139,3432,66.0
7759,1096,454,704.0
7760,1060,622,197.0
7761,410,6,4.0
7762,651,829,1831.0
7763,72,682,292.0
7764,386,544,26.0
7765,1874,799,207.0
7766,603,592,57.0
7767,333,404,6.0
7768,1187,3321,187.0
7769,1456,1239,840.0
7770,509,3654,361.0
7771,344,2449,30.0
7772,1552,127,404.0
7773,1223,885,249.0
7774,140,1889,2047.0
7775,536,3713,42.0
7776,439,301,207.0
7777,966,1815,1846.0
7778,1083,60,683.0
7779,188,510,1033.0
7780,1237,3624,96.0
7781,241,2776,79.0
7782,1763,45,1262.0
7783,947,361,169.0
7784,890,317,637.0
7785,779,461,265.0
7786,187,454,954.0
7787,1788,779,664.0
7788,1311,339,3241.0
7789,238,2766,367.0
7790,1384,3126,239.0
7791,1179,1173,162.0
7792,1560,695,1390.0
7793,1612,2284,309.0
7794,702,1908,1109.0
7795,1263,1498,150.0
7796,1364,1055,76.0
7797,1227,1568,135.0
7798,206,2430,108.0
7799,134,1235,193.0
7800,1780,111,1124.0
7801,29,696,522.0
7802,715,2010,872.0
7803,92,1661,10.0
7804,1514,1806,284.0
7805,142,339,208.0
7806,1394,1352,315.0
7807,1176,794,85.0
7808,681,1109,298.0
7809,514,355,80.0
7810,685,1232,88.0
7811,1490,217,1393.0
7812,632,2719,157.0
7813,94,454,34.0
7814,1873,91,1061.0
7815,5,147,18.0
7816,294,1093,150.0
7817,1005,829,49.0
7818,386,1154,27.0
7819,751,1341,251.0
7820,101,1730,260.0
7821,640,1833,1.0
7822,1338,1550,181.0
7823,1379,193,51.0
7824,1385,66,2295.0
7825,1618,1853,339.0
7826,9,255,367.0
7827,1020,293,733.0
7828,474,3414,111.0
7829,1342,4048,105.0
7830,3,90,359.0
7831,258,105,31.0
7832,134,779,1086.0
7833,998,855,151.0
7834,1766,828,1331.0
7835,1488,2111,138.0
7836,1275,3454,2.0
7837,349,577,850.0
7838,1366,2609,374.0
7839,455,147,34.0
7840,1442,737,125.0
7841,736,107,26.0
7842,883,384,25.0
7843,1032,1814,91.0
7844,1379,2777,33.0
7845,802,1345,400.0
7846,1296,387,607.0
7847,407,1229,1448.0
7848,448,599,1106.0
7849,732,899,424.0
7850,1642,561,2.0
7851,1139,136,169.0
7852,633,1049,526.0
7853,57,731,670.0
7854,220,963,507.0
7855,598,1066,145.0
7856,120,702,683.0
7857,1541,1720,487.0
7858,1183,191,10362.0
7859,1010,2560,46.0
7860,1772,209,540.0
7861,160,389,313.0
7862,413,2706,193.0
7863,1263,1386,235.0
7864,626,2144,270.0
7865,1112,976,1166.0
7866,1117,1840,60.0
7867,780,778,553.0
7868,618,916,58.0
7869,1019,588,84.0
7870,1023,2420,461.0
7871,1041,2055,752.0
7872,490,1797,2.0
7873,558,344,300.0
7874,698,1666,341.0
7875,1840,582,128.0
7876,1850,1585,1665.0
7877,392,1705,398.0
7878,1449,2,455.0
7879,1414,1815,536.0
7880,1491,278,60.0
7881,44,342,417.0
7882,175,2035,233.0
7883,955,199,200.0
7884,7,204,178.0
7885,779,1173,247.0
7886,711,561,93.0
7887,571,976,1245.0
7888,698,3725,1083.0
7889,1403,4457,188.0
7890,658,293,1388.0
7891,975,3798,52.0
7892,875,3138,745.0
7893,1818,2283,226.0
7894,81,1522,635.0
7895,1097,436,411.0
7896,1721,2292,203.0
7897,1269,454,11.0
7898,1445,310,168.0
7899,1696,795,69.0
7900,677,2358,65.0
7901,424,4347,281.0
7902,1537,2522,76.0
7903,1205,738,1138.0
7904,1473,4227,84.0
7905,337,3164,75.0
7906,1403,2463,209.0
7907,1669,4308,4.0
7908,1126,2175,1842.0
7909,956,1222,51.0
7910,1061,2948,265.0
7911,433,2795,38.0
7912,322,445,244.0
7913,1234,1115,2914.0
7914,1417,2090,115.0
7915,89,1097,10.0
7916,188,1019,535.0
7917,326,1222,1186.0
7918,1423,971,731.0
7919,1419,272,389.0
7920,500,272,1799.0
7921,289,1521,1854.0
7922,619,736,255.0
7923,1538,877,102.0
7924,678,1394,6.0
7925,840,177,899.0
7926,1841,2530,225.0
7927,1000,209,978.0
7928,804,382,175.0
7929,1705,931,673.0
7930,244,191,178.0
7931,1681,617,791.0
7932,88,1609,1153.0
7933,9,246,845.0
7934,896,2286,47.0
7935,1366,183,224.0
7936,299,804,666.0
7937,1760,442,121.0
7938,1266,1922,450.0
7939,1047,342,707.0
7940,1368,2049,384.0
7941,111,1838,1.0
7942,787,1708,661.0
7943,208,2593,1125.0
7944,26,655,9.0
7945,989,432,60.0
7946,750,4084,398.0
7947,1164,582,428.0
7948,180,324,1122.0
7949,774,103,171.0
7950,1184,938,545.0
7951,1209,4439,277.0
7952,87,1604,87.0
7953,1051,2212,1654.0
7954,843,734,337.0
7955,963,2756,505.0
7956,1676,252,293.0
7957,620,1057,105.0
7958,1181,499,254.0
7959,1523,2610,103.0
7960,1595,3531,390.0
7961,1697,735,1020.0
7962,473,32,106.0
7963,438,1149,472.0
7964,852,4202,110.0
7965,1319,134,14.0
7966,1797,2674,63.0
7967,1478,1386,928.0
7968,1305,1823,29.0
7969,1881,590,233.0
7970,202,137,323.0
7971,1359,2444,61.0
7972,76,977,41.0
7973,94,488,47.0
7974,1337,330,1741.0
7975,757,182,661.0
7976,1331,447,120.0
7977,1746,1577,493.0
7978,50,524,170.0
7979,838,859,143.0
7980,530,2429,634.0
7981,1170,838,500.0
7982,11,304,3727.0
7983,975,65,12.0
7984,497,483,106.0
7985,885,2941,162.0
7986,645,975,416.0
7987,783,72,268.0
7988,258,1247,21.0
7989,1461,298,1207.0
7990,396,3384,111.0
7991,47,991,78.0
7992,1011,45,254.0
7993,1637,185,169.0
7994,662,3939,84.0
7995,1131,377,357.0
7996,965,964,398.0
7997,453,1762,253.0
7998,398,496,50.0
7999,55,571,251.0
8000,853,2923,733.0
8001,595,2606,374.0
8002,1011,143,265.0
8003,563,137,358.0
8004,1090,4175,4443.0
8005,748,900,98.0
8006,1080,310,1972.0
8007,1288,3825,305.0
8008,1800,347,216.0
8009,1473,2094,204.0
8010,485,762,207.0
8011,600,1363,42.0
8012,1701,990,743.0
8013,669,794,1701.0
8014,133,749,1694.0
8015,803,3534,105.0
8016,868,118,4359.0
8017,201,600,112.0
8018,1006,439,141.0
8019,911,634,133.0
8020,993,246,350.0
8021,1150,2107,282.0
8022,29,559,193.0
8023,1788,631,2184.0
8024,1325,444,585.0
8025,1078,3224,393.0
8026,465,447,57.0
8027,249,893,284.0
8028,1216,313,288.0
8029,1393,330,30.0
8030,278,2152,472.0
8031,1599,371,33.0
8032,1612,1196,269.0
8033,975,766,12.0
8034,710,719,532.0
8035,1053,538,169.0
8036,959,334,76.0
8037,653,188,445.0
8038,1499,349,143.0
8039,260,489,42.0
8040,1,68,1330.0
8041,1106,88,282.0
8042,1179,512,585.0
8043,1236,177,702.0
8044,960,2221,66.0
8045,1389,3297,55.0
8046,547,3743,810.0
8047,850,4190,1170.0
8048,1381,499,380.0
8049,300,1103,582.0
8050,29,671,152.0
8051,246,367,148.0
8052,1373,2429,732.0
8053,1706,3844,126.0
8054,209,1490,66.0
8055,1640,1176,176.0
8056,9,245,878.0
8057,1349,4154,33.0
8058,849,793,225.0
8059,978,1072,2254.0
8060,1401,14,808.0
8061,1754,1369,418.0
8062,404,1723,123.0
8063,766,2152,28.0
8064,567,2254,452.0
8065,1578,3296,3769.0
8066,1514,339,267.0
8067,1302,152,153.0
8068,1720,382,98.0
8069,718,401,219.0
8070,1462,1139,247.0
8071,612,494,597.0
8072,480,2199,1369.0
8073,971,2077,1789.0
8074,1811,1705,220.0
8075,1140,1471,209.0
8076,343,131,1152.0
8077,448,2503,454.0
8078,679,1972,354.0
8079,422,707,58.0
8080,57,759,1060.0
8081,160,2252,439.0
8082,1429,2760,598.0
8083,372,1310,132.0
8084,880,3357,547.0
8085,43,958,109.0
8086,10,275,1708.0
8087,1815,102,209.0
8088,1294,448,532.0
8089,1822,186,600.0
8090,1034,956,52.0
8091,1078,1559,509.0
8092,591,96,169.0
8093,1589,272,127.0
8094,1691,4038,36.0
8095,1498,1551,177.0
8096,70,1109,149.0
8097,1256,1779,100.0
8098,773,629,1692.0
8099,308,169,680.0
8100,757,2626,42.0
8101,692,231,615.0
8102,640,2034,25.0
8103,1640,436,254.0
8104,490,941,1.0
8105,1113,2880,802.0
8106,1165,2378,10.0
8107,1226,1876,199.0
8108,384,311,86.0
8109,1245,1993,195.0
8110,707,441,246.0
8111,358,1304,1427.0
8112,1710,960,550.0
8113,1374,185,83.0
8114,407,303,1697.0
8115,830,189,221.0
8116,628,169,2372.0
8117,78,1478,150.0
8118,368,142,307.0
8119,927,1086,203.0
8120,1858,4183,137.0
8121,1798,311,4428.0
8122,1532,974,19.0
8123,360,683,2801.0
8124,1173,906,2.0
8125,1053,3821,226.0
8126,1216,2810,319.0
8127,1476,91,191.0
8128,68,1327,398.0
8129,454,2085,68.0
8130,1056,2256,238.0
8131,689,249,225.0
8132,284,431,323.0
8133,299,3031,359.0
8134,1549,169,1539.0
8135,498,1344,484.0
8136,1278,343,367.0
8137,90,54,84.0
8138,1790,3486,137.0
8139,439,325,381.0
8140,1288,1922,6195.0
8141,874,1190,1772.0
8142,969,104,109.0
8143,1350,111,208.0
8144,937,629,303.0
8145,1290,4218,385.0
8146,848,1922,450.0
8147,1150,1699,83.0
8148,548,996,1730.0
8149,1171,3696,356.0
8150,1305,2469,90.0
8151,1773,2867,115.0
8152,74,1414,431.0
8153,723,337,272.0
8154,400,3396,515.0
8155,271,707,6.0
8156,635,3924,333.0
8157,304,8,176.0
8158,932,1949,576.0
8159,1538,2479,93.0
8160,420,928,405.0
8161,294,416,400.0
8162,506,550,854.0
8163,1682,1854,191.0
8164,251,273,1375.0
8165,1739,4162,743.0
8166,1091,732,693.0
8167,1303,611,277.0
8168,453,1168,92.0
8169,1565,530,159.0
8170,672,449,64.0
8171,896,4248,40.0
8172,898,592,604.0
8173,1154,1232,119.0
8174,1733,338,264.0
8175,75,814,154.0
8176,1334,188,76.0
8177,1273,1307,329.0
8178,1458,202,156.0
8179,1690,737,368.0
8180,872,2746,93.0
8181,675,276,390.0
8182,405,1878,183.0
8183,760,300,397.0
8184,987,735,119.0
8185,1112,126,1912.0
8186,112,1480,390.0
8187,1843,1020,404.0
8188,756,824,283.0
8189,339,3172,22.0
8190,1134,2908,70.0
8191,1575,47,483.0
8192,1859,3368,14.0
8193,1123,445,495.0
8194,249,519,217.0
8195,1614,253,807.0
8196,396,68,86.0
8197,1567,66,434.0
8198,11,326,982.0
8199,1234,1993,1233.0
8200,772,1080,238.0
8201,1487,1451,103.0
8202,1183,329,6330.0
8203,1422,3986,168.0
8204,687,2818,276.0
8205,1731,4326,24.0
8206,770,3659,110.0
8207,1776,460,170.0
8208,1566,282,4682.0
8209,1459,4099,133.0
8210,386,1150,41.0
8211,508,171,433.0
8212,859,2872,87.0
8213,1489,1090,1565.0
8214,837,3103,801.0
8215,629,800,132.0
8216,1191,149,1.0
8217,255,2649,705.0
8218,1372,134,3736.0
8219,1058,3752,278.0
8220,714,3122,254.0
8221,745,1566,6.0
8222,1087,2303,446.0
8223,1094,280,676.0
8224,1149,3611,572.0
8225,284,217,161.0
8226,1331,759,110.0
8227,938,2266,418.0
8228,1595,373,925.0
8229,132,1630,144.0
8230,1014,2116,108.0
8231,1016,727,2305.0
8232,364,1342,1515.0
8233,1400,1191,59.0
8234,1282,2296,299.0
8235,543,3728,520.0
8236,1311,483,561.0
8237,245,1020,416.0
8238,727,429,118.0
8239,625,787,72.0
8240,767,393,422.0
8241,1716,708,694.0
8242,1309,673,373.0
8243,1591,1670,54.0
8244,480,209,431.0
8245,973,1162,40.0
8246,1395,2851,33.0
8247,424,2035,339.0
8248,212,840,1800.0
8249,1273,2085,281.0
8250,1181,192,722.0
8251,1393,3597,123.0
8252,982,192,231.0
8253,844,299,459.0
8254,949,960,365.0
8255,393,181,10.0
8256,595,2153,914.0
8257,678,3082,1.0
8258,675,493,136.0
8259,1449,2015,296.0
8260,1434,1975,918.0
8261,589,737,120.0
8262,690,2180,520.0
8263,1646,4433,16.0
8264,745,1208,534.0
8265,490,3103,2.0
8266,1530,345,945.0
8267,1080,2747,709.0
8268,1759,3727,424.0
8269,1166,3794,239.0
8270,187,416,395.0
8271,1111,970,397.0
8272,201,877,106.0
8273,588,1910,207.0
8274,765,296,651.0
8275,1724,1527,396.0
8276,1406,1877,424.0
8277,152,891,108.0
8278,239,1430,303.0
8279,545,510,2275.0
8280,1351,3760,15.0
8281,554,583,116.0
8282,1800,2381,628.0
8283,506,1071,1469.0
8284,832,1260,541.0
8285,322,616,57.0
8286,1843,786,906.0
8287,254,2832,1.0
8288,744,445,969.0
8289,597,3864,241.0
8290,767,1708,50.0
8291,1667,291,193.0
8292,744,617,307.0
8293,114,1867,906.0
8294,982,169,171.0
8295,844,509,1051.0
8296,1817,2444,34.0
8297,582,3822,223.0
8298,1005,541,21.0
8299,456,1580,150.0
8300,1397,439,186.0
8301,1835,3431,150.0
8302,402,2595,341.0
8303,271,50,4.0
8304,1048,1328,84.0
8305,340,168,439.0
8306,920,2733,1.0
8307,233,624,462.0
8308,1123,931,345.0
8309,406,2424,23.0
8310,1359,762,33.0
8311,1634,804,1064.0
8312,1532,727,60.0
8313,35,819,235.0
8314,632,341,172.0
8315,1695,2268,450.0
8316,1137,1587,266.0
8317,1687,668,229.0
8318,679,441,324.0
8319,481,3598,260.0
8320,851,1683,57.0
8321,920,546,1.0
8322,943,143,3206.0
8323,445,1690,166.0
8324,720,2960,9.0
8325,457,1310,135.0
8326,610,215,297.0
8327,285,2175,35.0
8328,638,2012,1180.0
8329,1514,309,281.0
8330,1746,1756,315.0
8331,1330,341,72.0
8332,1536,311,89.0
8333,963,245,1042.0
8334,149,732,22.0
8335,62,1211,181.0
8336,1665,1786,112.0
8337,1221,683,105.0
8338,396,102,2130.0
8339,454,378,78.0
8340,461,378,337.0
8341,1641,1054,219.0
8342,1357,4088,103.0
8343,1051,4225,606.0
8344,264,727,7467.0
8345,1377,505,42.0
8346,729,1558,453.0
8347,810,66,165.0
8348,153,192,170.0
8349,138,143,1156.0
8350,1752,2555,6014.0
8351,910,1488,50.0
8352,1279,1222,522.0
8353,839,1724,44.0
8354,1227,242,146.0
8355,171,1767,19.0
8356,103,888,2093.0
8357,1887,969,1469.0
8358,358,3267,518.0
8359,1027,3814,20.0
8360,1040,2060,100.0
8361,1582,2153,267.0
8362,1390,1334,17.0
8363,1777,66,949.0
8364,1154,205,432.0
8365,924,2271,388.0
8366,1482,4295,186.0
8367,574,2061,184.0
8368,548,327,1551.0
8369,1214,907,460.0
8370,294,3030,128.0
8371,1227,4278,76.0
8372,1070,2562,228.0
8373,1890,899,123.0
8374,1835,1643,77.0
8375,504,87,40.0
8376,1069,3767,76.0
8377,124,1953,1251.0
8378,1739,42,452.0
8379,796,996,1943.0
8380,1643,3279,277.0
8381,314,1371,1699.0
8382,849,308,169.0
8383,1619,798,168.0
8384,617,1132,2903.0
8385,1202,34,367.0
8386,1847,2917,192.0
8387,1135,83,284.0
8388,1162,3149,64.0
8389,1661,2692,202.0
8390,30,387,216.0
8391,889,901,293.0
8392,1691,336,40.0
8393,1509,1194,201.0
8394,968,418,1325.0
8395,838,1337,87.0
8396,940,631,2086.0
8397,1724,91,4689.0
8398,1628,2104,394.0
8399,1794,1114,123.0
8400,744,434,296.0
8401,1215,4345,296.0
8402,701,1169,46.0
8403,346,2076,1741.0
8404,1279,732,206.0
8405,1102,620,674.0
8406,1303,4375,103.0
8407,1134,1178,83.0
